244701487,ROXAS_BLVD.-COASTAL_ROAD-NB,L,Wed, 28 Nov 2018 13:28:52 +0800,2018,11,28,5,28,52,2,332,0
244701486,ROXAS_BLVD.-COASTAL_ROAD-SB,MH,Wed, 28 Nov 2018 13:28:52 +0800,2018,11,28,5,28,52,2,332,0
244701485,ROXAS_BLVD.-AIRPORT_ROAD-NB,L,Wed, 28 Nov 2018 13:28:52 +0800,2018,11,28,5,28,52,2,332,0
244701484,ROXAS_BLVD.-AIRPORT_ROAD-SB,M,Wed, 28 Nov 2018 13:28:52 +0800,2018,11,28,5,28,52,2,332,0
244701483,ROXAS_BLVD.-BACLARAN-NB,MH,Wed, 28 Nov 2018 13:28:52 +0800,2018,11,28,5,28,52,2,332,0
244701482,ROXAS_BLVD.-BACLARAN-SB,MH,Wed, 28 Nov 2018 13:28:52 +0800,2018,11,28,5,28,52,2,332,0
244701481,ROXAS_BLVD.-EDSA_EXTENSION_SERVICE_ROAD-NB,MH,Wed, 28 Nov 2018 13:28:52 +0800,2018,11,28,5,28,52,2,332,0
244701480,ROXAS_BLVD.-EDSA_EXTENSION_SERVICE_ROAD-SB,MH,Wed, 28 Nov 2018 13:28:52 +0800,2018,11,28,5,28,52,2,332,0
244701479,ROXAS_BLVD.-EDSA_EXTENSION-NB,ML,Wed, 28 Nov 2018 13:28:52 +0800,2018,11,28,5,28,52,2,332,0
244701478,ROXAS_BLVD.-EDSA_EXTENSION-SB,ML,Wed, 28 Nov 2018 13:28:52 +0800,2018,11,28,5,28,52,2,332,0
244701477,ROXAS_BLVD.-BUENDIA_SERVICE_ROAD-NB,MH,Wed, 28 Nov 2018 13:28:52 +0800,2018,11,28,5,28,52,2,332,0
244701476,ROXAS_BLVD.-BUENDIA_SERVICE_ROAD-SB,MH,Wed, 28 Nov 2018 13:28:52 +0800,2018,11,28,5,28,52,2,332,0
244701475,ROXAS_BLVD.-BUENDIA-NB,MH,Wed, 28 Nov 2018 13:28:52 +0800,2018,11,28,5,28,52,2,332,0
244701474,ROXAS_BLVD.-BUENDIA-SB,MH,Wed, 28 Nov 2018 13:28:52 +0800,2018,11,28,5,28,52,2,332,0
244701473,ROXAS_BLVD.-PABLO_OCAMPO-NB,MH,Wed, 28 Nov 2018 13:28:52 +0800,2018,11,28,5,28,52,2,332,0
244701472,ROXAS_BLVD.-PABLO_OCAMPO-SB,MH,Wed, 28 Nov 2018 13:28:52 +0800,2018,11,28,5,28,52,2,332,0
244701471,ROXAS_BLVD.-QUIRINO-NB,MH,Wed, 28 Nov 2018 13:28:52 +0800,2018,11,28,5,28,52,2,332,0
244701470,ROXAS_BLVD.-QUIRINO-SB,M,Wed, 28 Nov 2018 13:28:52 +0800,2018,11,28,5,28,52,2,332,0
